# Quelle: Micó Pérez, R., 2005. Cronología absoluta y periodización de la prehistoria des las Islas Baleares, British Archaeological Reports. International Series. Archaeopress, Oxford.
c14ID;site;island;monument;context;county;labcode;bp;std;sample;resource
1;Albufera d'Alcúdia;Mallorca;Sondeo polínico;Z = -19,5m;Alcúdia/Muro;;32790;;Desconocido;Micó 2005, 24
2;Albufera d'Alcúdia;Mallorca;Sondeo polínico;;Alcúdia/Muro;Ua-2732;7060;110;Desconocido;Micó 2005, 25
3;Albufera d'Alcúdia;Mallorca;Sondeo polínico;Ubicación:39°47'33'' N / 3°6'45'' E. Z = -5,45m;Alcúdia/Muro;ETH-11906;6270;70;Desconocido;Micó 2005, 25
4;Albufera d'Alcúdia;Mallorca;Sondeo polínico;Ubicación:39°47'33'' N / 3°6'45'' E. Z = -4,00m;Alcúdia/Muro;ETH-11905;2440;490;Desconocido;Micó 2005, 26
5;Albufera d'Alcúdia;Mallorca;Sondeo polínico;Ubicación:39°47'33'' N / 3°6'45'' E. Z = -3,15m;Alcúdia/Muro;ETH-11904;-108;1;Desconocido;Micó 2005, 26
59;Ca Na Cotxera;Mallorca;Asentamiento al aire libre;Nivel C. Hueso atlas de oveja.;Muro;KIA-17389;3770;30;Hueso fauna doméstica;Micó 2005, 63
60;Ca Na Cotxera;Mallorca;Asentamiento al aire libre;Nivel B según Cantarellas (aunque probablemente del nivel C). Hogar. Testigo 8, z = -62cm.;Muro;Y-5515;3750;100;Carbón;Micó 2005, 64
61;Ca Na Cotxera;Mallorca;Asentamiento al aire libre;Nivel C. Falange de bóvido.;Muro;KIA-17390;3710;25;Hueso fauna doméstica;Micó 2005, 64
84;Can Roig Nou;Mallorca;Asentamiento de estructuras naviformes;Estructura de habitación naviforme. Muestra NL-458;Felanitx;UBAR-391;2310;80;Hueso fauna doméstica;Micó 2005, 80
87;Canyamel;Mallorca;Asentamiento de estructuras naviformes;Estructura B. Cuadrante SW del conjunto doble. Muestra NL-453;Capdepera;UBAR-387;3060;50;Hueso fauna doméstica;Micó 2005, 83
94;Capocorb Vell;Mallorca;Talayot;Talayot cuadrado A. Galería inferior. Viga e soporte conservada. Muestra de anillos exteriores.;Llucmajor;KIA-12697;2775;35;Madera;Micó 2005, 88
96;Closos de Can Gaiá;Mallorca;Asentamiento de estructuras naviformes;„Naveta 1“. Nivel 5b. Fosa-hogar bajo losa umbral n° 14. Muestra CG-141.;Felanitx;KIA-11221;3390;30;Carbón;Micó 2005, 91
97;Closos de Can Gaiá;Mallorca;Asentamiento de estructuras naviformes;„Naveta 1“. Nivel 5b. Fosa-hogar bajo losa umbral n° 14. Muestra CG-124.;Felanitx;KIA-11223;3340;30;Carbón;Micó 2005, 92
98;Closos de Can Gaiá;Mallorca;Asentamiento de estructuras naviformes;„Naveta 1“. Muestra CG-21;Felanitx;KIA-11222;3245;25;Carbón;Micó 2005, 92
99;Closos de Can Gaiá;Mallorca;Asentamiento de estructuras naviformes;„Naveta 1“. Muestra CG-142;Felanitx;KIA-11224;3200;25;Carbón;Micó 2005, 93
100;Closos de Can Gaiá;Mallorca;Hábitat en piedra;Estructura rectangular de losas ortostáticas. Posible alacén. UE-26. Muestra CG-2085;Felanitx;KIA-11233;3065;35;Hueso fauna doméstica;Micó 2005, 93
101;Closos de Can Gaiá;Mallorca;Hábitat en piedra;Estructura rectangular de losas ortostáticas. Posible alacén. UE-32. Muestra CG-1939;Felanitx;KIA-11241;3040;25;Hueso fauna doméstica;Micó 2005, 94
102;Closos de Can Gaiá;Mallorca;Hábitat en piedra;„Naveta 1“. Nivel 3b. U.E.9. Muestra CG-3398;Felanitx;KIA-11231;2960;25;Hueso fauna doméstica;Micó 2005, 94
103;Closos de Can Gaiá;Mallorca;Asentamiento de estructuras naviformes;„Naveta 1“. Nivel 5a. U.E.4, o bien UE 36.;Felanitx;UtC-8145;2926;44;Carbón;Micó 2005, 95
104;Closos de Can Gaiá;Mallorca;Asentamiento de estructuras naviformes;„Naveta 1“. Nivel 5a. U.E. 36. Muestra CG-3043.;Felanitx;KIA-11242;2890;35;Hueso fauna doméstica;Micó 2005, 95
105;Closos de Can Gaiá;Mallorca;Asentamiento de estructuras naviformes;„Naveta 1“. Nivel 4. U.E. 4 y 5;Felanitx;UtC-8144;2876;39;Carbón;Micó 2005, 96
106;Closos de Can Gaiá;Mallorca;Asentamiento de estructuras naviformes;„Naveta 1“. Nivel 5a. U.E.4 y 5, o bien UE 36.;Felanitx;UtC-8146;2865;41;Carbón;Micó 2005, 96
107;Closos de Can Gaiá;Mallorca;Hábitat en piedra;„Naveta 1“. Nivel 3. UE 34. Muestra CG-1588.;Felanitx;KIA-11232;2790;40;Hueso fauna doméstica;Micó 2005, 97
108;Closos de Can Gaiá;Mallorca;Hábitat en piedra;„Naveta 1“. Nivel 3b. UE 9.;Felanitx;UtC-8141;2775;41;Carbón;Micó 2005, 97
109;Closos de Can Gaiá;Mallorca;Hábitat en piedra;„Naveta 1“. Nivel 3. UE 34. Muestra CG-1317.;Felanitx;KIA-11229;2740;30;Hueso fauna doméstica;Micó 2005, 98
110;Closos de Can Gaiá;Mallorca;Hábitat en piedra;Estructura rectangular de losas ortostáticas. Posible alacén. UE-18. Muestra CG-1147;Felanitx;KIA-11239;2650;25;Hueso fauna doméstica;Micó 2005, 98
111;Closos de Can Gaiá;Mallorca;Indeterminada;Muestra CG-34.;Felanitx;KIA-11219;170;20;Carbón;Micó 2005, 99
112;Closos de Can Gaiá;Mallorca;Asentamiento histórico;„Naveta 1“. Nivel II. Hogar asociado a cerámicas de época bizantina.;Felanitx;UtC-8143;;;Desconocido;Micó 2005, 99
113;Corral des Porc;Mallorca;Cueva natural de inhumación;Cueva natural de inhumación. Muestra NL-452.;Lloseta;UBAR-386;3260;160;Hueso humano;Micó 2005, 100
117;Cova de Can Martorellet;Mallorca;Cueva natural de inhumación.;Cueva natural de inhumación colectiva. Muestra 1.;Pollen?a;KIA-15714;3555;30;Hueso humano;Micó 2005, 103
118;Cova de Can Martorellet;Mallorca;Cueva natural de inhumación;Cueva natural de inhumación colectiva. Muestra 3.;Pollen?a;KIA-15721;3450;30;Hueso humano;Micó 2005, 104
119;Cova de Can Martorellet;Mallorca;Cueva natural de inhumación;Cueva natural de inhumación colectiva. Muestra 4.;Pollen?a;KIA-15722;3380;30;Hueso humano;Micó 2005, 104
120;Cova de Can Martorellet;Mallorca;Cueva natural de inhumación;Cueva natural de inhumación colectiva. Cámara 25, n° 737. Peine de madera.;Pollen?a;UtC-7860;3360;40;Madera;Micó 2005, 105
121;Cova de Can Martorellet;Mallorca;Cueva natural de inhumación;Cueva natural de inhumación colectiva. Muestra 2.;Pollen?a;KIA-15720;3025;40;Hueso humano;Micó 2005, 105
122;Cova de Canet;Mallorca;Natural;Cata 4- Z = -20 a -40 cm (nivel de arcilla „terrarossa“). Muestra formada por conchas identificadas tentativamente como Tudorella ferruginea, Vallonia pulchella y Cryptomphalus asperus.;Esporles;P-2540;32400;;Conchas;Micó 2005, 106
123;Cova de Canet;Mallorca;Natural;Cata I. Nivel B. Z = -3m. Nivel con huesos de Myotragus balearicus.;Esporles;P-2408;9170;570;Carbón;Micó 2005, 107
124;Cova de Canet;Mallorca;Natural;Cata II. Nivel D. Z = -1m;Esporles;Beta-6948;6370;320;Carbón;Micó 2005, 107
125;Cova de Moleta;Mallorca;Natural;Sector Z. Z = -650cm;Sóller;SC-RAA 2;107000;;Hueso Myotragus;Micó 2005, 109
126;Cova de Moleta;Mallorca;Natural;Sector X base. Muestra de travertino del suelo de la cueva (núcleo de calcita).;Sóller;Y-1f;80000;;Carbonatos;Micó 2005, 109
127;Cova de Moleta;Mallorca;Natural;Sector X base. Muestra procedente del centro de una estalagmita.;Sóller;QL-128;58000;;Carbonatos;Micó 2005, 110
128;Cova de Moleta;Mallorca;Natural;Sector X base. Muestra procedente de la parte exterior de una estalagmita.;Sóller;QL-127;48000;;Carbonatos;Micó 2005, 110
129;Cova de Moleta;Mallorca;Natural;Sector Z. Z = -650cm;Sóller;HAR-2911;44800;1600;Hueso Myotragus;Micó 2005, 111
130;Cova de Moleta;Mallorca;Natural;Sector Z. Z = -600cm;Sóller;SIO-1h;42000;1000;Hueso Myotragus;Micó 2005, 111
131;Cova de Moleta;Mallorca;Natural;Sector X. Z = -150cm;Sóller;OxA-493;36000;2500;Hueso Myotragus;Micó 2005, 112
132;Cova de Moleta;Mallorca;Natural;Sector M 12.;Sóller;HAR-299;35400;1400;Hueso Myotragus;Micó 2005, 112
133;Cova de Moleta;Mallorca;Natural;Sector Z. Z = -450cm;Sóller;SC-RAA 1;34000;;Hueso Myotragus;Micó 2005, 113
134;Cova de Moleta;Mallorca;Natural;Sector Z. Z = -750 cm;Sóller;SIO-1g;32000;715;Hueso Myotragus;Micó 2005, 113
135;Cova de Moleta;Mallorca;Natural;Sector Z. Z = -604cm;Sóller;UCLA-1704a;28600;600;Hueso Myotragus;Micó 2005, 114
136;Cova de Moleta;Mallorca;Natural;Sector Z. Z = -475cm;Sóller;SIO-1c;27000;600;Hueso Myotragus;Micó 2005, 114
137;Cova de Moleta;Mallorca;Natural;Sector Z. Z = -555cm;Sóller;HAR-2910;25800;1300;Hueso Myotragus;Micó 2005, 115
138;Cova de Moleta;Mallorca;Natural;Sector X 15.;Sóller;HAR-2971;25700;1100;Hueso Myotragus;Micó 2005, 115
139;Cova de Moleta;Mallorca;Natural;Sector E. Z = -400 a -450 cm;Sóller;SI-647;23880;1480;Hueso Myotragus;Micó 2005, 116
140;Cova de Moleta;Mallorca;Natural;Sector X 11.;Sóller;HAR-2933;23500;1600;Hueso Myotragus;Micó 2005, 116
141;Cova de Moleta;Mallorca;Natural;Sector X 7B. Z = -50cm;Sóller;HAR-2968;23300;800;Hueso Myotragus;Micó 2005, 117
142;Cova de Moleta;Mallorca;Natural;Sector E. Z = -355cm;Sóller;HAR-2912;23200;2300;Hueso Myotragus;Micó 2005, 117
143;Cova de Moleta;Mallorca;Natural;Sector X 7E. Z = -100cm;Sóller;HAR-2932;19700;1110;Hueso Myotragus;Micó 2005, 118
144;Cova de Moleta;Mallorca;Natural;Sector Z. Z = -400cm;Sóller;UCLA-1704e;18980;200;Hueso Myotragus;Micó 2005, 118
145;Cova de Moleta;Mallorca;Natural;Sector X. Z = -350 a -400cm;Sóller;SI-650;18785;555;Hueso Myotragus;Micó 2005, 119
146;Cova de Moleta;Mallorca;Natural;Sector F. Z = -300cm;Sóller;SI-649;18100;600;Hueso Myotragus;Micó 2005, 119
147;Cova de Moleta;Mallorca;Natural;Sector E. Z = -350cm;Sóller;UCLA-1704d;16850;200;Hueso Myotragus;Micó 2005, 120
148;Cova de Moleta;Mallorca;Natural;Sector X 7C. Z = -65cm;Sóller;HAR-2934;16500;2300;Hueso Myotragus;Micó 2005, 120
149;Cova de Moleta;Mallorca;Natural;Sector X 7G. Z = -145cm;Sóller;HAR-2909;16400;1200;Hueso Myotragus;Micó 2005, 121
150;Cova de Moleta;Mallorca;Natural;Sector X. Z = -300cm;Sóller;SI-648;16335;415;Hueso Myotragus;Micó 2005, 121
151;Cova de Moleta;Mallorca;Natural;Sector D. Z = -250 a -300cm;Sóller;SI-646;15885;655;Hueso Myotragus;Micó 2005, 122
152;Cova de Moleta;Mallorca;Natural;Sector Z. Z = -350cm;Sóller;UCLA-1704b;14650;850;Hueso Myotragus;Micó 2005, 122
153;Cova de Moleta;Mallorca;Natural;Sector Z. Z = -350cm;Sóller;SI-645;14465;315;Hueso Myotragus;Micó 2005, 123
154;Cova de Moleta;Mallorca;Natural;Sector X 13.;Sóller;HAR-2931;14200;1100;Hueso Myotragus;Micó 2005, 123
155;Cova de Moleta;Mallorca;Natural;Sector Z. Z = -400cm;Sóller;OxA-495;14150;200;Hueso Myotragus;Micó 2005, 124
156;Cova de Moleta;Mallorca;Natural;Sector Z. Z = -350cm;Sóller;SI-654a;14000;350;Hueso Myotragus;Micó 2005, 124
157;Cova de Moleta;Mallorca;Natural;Sector Z. Z = -350cm;Sóller;SIO-1e;14000;350;Hueso Myotragus;Micó 2005, 125
158;Cova de Moleta;Mallorca;Natural;Sector E. Z = -350cm;Sóller;SIO-1a-RAA;14000;;Hueso Myotragus;Micó 2005, 125
159;Cova de Moleta;Mallorca;Natural;Sector E. Z = -600cm;Sóller;OxA-496;12890;180;Hueso Myotragus;Micó 2005, 126
160;Cova de Moleta;Mallorca;Natural;Sector EF. Z = 200 a -300cm;Sóller;OxA-499;12100;180;Hueso Myotragus;Micó 2005, 126
161;Cova de Moleta;Mallorca;Natural;Sector O. Z = -175cm;Sóller;OxA-497;12020;160;Hueso Myotragus;Micó 2005, 127
162;Cova de Moleta;Mallorca;Natural;Sector O. Z = -175cm. Peso de la muestra: 39,6g;Sóller;KBN-640c;10625;3517;Hueso Myotragus;Micó 2005, 127
163;Cova de Moleta;Mallorca;Natural;Sector Z. Z = -300cm;Sóller;OxA-494;10500;500;Hueso Myotragus;Micó 2005, 128
164;Cova de Moleta;Mallorca;Natural;Sector E. Z = -300cm;Sóller;OsA-498;9000;3000;Hueso Myotragus;Micó 2005, 128
165;Cova de Moleta;Mallorca;Natural;Sector X. Z = -100cm;Sóller;UCLA-1704f;8800;400;Hueso Myotragus;Micó 2005, 129
166;Cova de Moleta;Mallorca;Natural;Sector O. Estrato 7. Z = -150cm;Sóller;UCLA-1704c;8570;350;Hueso Myotragus;Micó 2005, 129
167;Cova de Moleta;Mallorca;Natural;Sector oeste („F“). Z = -150cm. Peso de la muestra:85g;Sóller;KBN-640b;8448;1180;Hueso Myotragus;Micó 2005, 130
168;Cova de Moleta;Mallorca;Natural;Procedencia inédita.;Sóller;UCLA-1704j;8300;100;Hueso Myotragus;Micó 2005, 130
169;Cova de Moleta;Mallorca;Natural;Sector O. Estrato 7. Z = -150cm. Peso de la muestra: 500g;Sóller;KBN-640a;7135;80;Hueso Myotragus;Micó 2005, 131
170;Cova de Moleta;Mallorca;Indeterminada;Sector O Estrato 7. Z = -150cm. Peso de la muestra: 500g. Muestra SM 54.;Sóller;KBN-640d;5935;110;Hueso humano;Micó 2005, 131
171;Cova de Moleta;Mallorca;Cueva natural de inhumación;„Moleta Petita“. Área central. Tibia. Muestra SM-CD-150;Sóller;KIA-14003;4165;30;Hueso humano;Micó 2005, 132
172;Cova de Moleta;Mallorca;Cueva natural de inhumación;„Moleta Petita“. Procedencia inédita. Tibia.;Sóller;KIA-20462;4135;25;Hueso humano;Micó 2005, 132
173;Cova de Moleta;Mallorca;Cueva natural de inhumación;„Moleta Petita“. Área central. Diáfisis fémur. Muestra SM-CD-100-150;Sóller;KIA-14026;4055;30;Hueso humano;Micó 2005, 133
174;Cova de Moleta;Mallorca;Cueva natural de inhumación;„Moleta Petita“. Área central. Tibia. Muestra SM-X-200-300;Sóller;KIA-13998;4005;50;Hueso humano;Micó 2005, 133
175;Cova de Moleta;Mallorca;Cueva natural de inhumación;„Moleta Petita“. Área central. Diáfisis tibia. Muestra SM-O-100-150;Sóller;KIA-14008;3990;50;Hueso humano;Micó 2005, 134
176;Cova de Moleta;Mallorca;Cueva natural de inhumación;„Moleta Petita“. Área central. Fragmento de hueso. Muestra SM-O-100-150;Sóller;KIA-14004;3880;30;Hueso humano;Micó 2005, 134
177;Cova de Moleta;Mallorca;Cueva natural de inhumación;Procedencia inédita. Falange humana. Muestra SM-E 008H;Sóller;KIA-20213;3850;25;Hueso humano;Micó 2005, 135
178;Cova de Moleta;Mallorca;Cueva natural de inhumación;Vértebra torácica humana. Muestra SM Mu 031 H.;Sóller;Beta—135404;3680;60;Hueso humano;Micó 2005, 135
179;Cova de Moleta;Mallorca;Cueva natural de inhumación;„Moleta Petita“. Área central. Fémur. Muestra SM-E-200-300;Sóller;KIA-13997;3615;55;Hueso humano;Micó 2005, 136
180;Cova de Moleta;Mallorca;Cueva natural de inhumación;Sector O. Estrato 5. Hogar. Z = -75cm. Peso de la muestra:100g;Sóller;Y-2359;2910;120;Hueso sp;Micó 2005, 136
181;Cova de Moleta;Mallorca;Cueva natural de inhumación;Sector O (III). Nivel inferior. Z = -60cm;Sóller;SI-652;2765;120;Carbón;Micó 2005, 137
182;Cova de Moleta;Mallorca;Cueva natural de inhumación;Procedencia inédita. Hueso largo humano. Muestra SM-Mu 145-H;Sóller;KIA-20463;2670;25;Hueso humano;Micó 2005, 137
183;Cova de Moleta;Mallorca;Cueva natural de inhumación;Mandíbula de cabra doméstica. Muestra SMLC-25-50cm;Sóller;BM-1507;2360;90;Hueso fauna doméstica;Micó 2005, 138
184;Cova de Moleta;Mallorca;Cueva natural de inhumación;Sectores C/D. Z = -50cm. Hogar de cocina asociado a restos de huesos de cabras, ovejas...Muestra:hueso de cabra;Sóller;SI-651A;2180;115;Hueso fauna doméstica;Micó 2005, 138
185;Cova de Moleta;Mallorca;Cueva natural de inhumación;Sectores C/D. Z = -50cm. Dientes de cabra del mismo muestreo que SI-651A.;Sóller;SI-651B;1595;100;Hueso fauna doméstica;Micó 2005, 139
190;Cova de Son Puig;Mallorca;Cueva de inhumación en cal;Cueva artificial circular. Muestra asociada a cerámica clásica;Deià;Y-2673;2180;100;Hueso humano;Micó 2005, 144
191;Cova de Son Puig;Mallorca;Cueva de inhumación en cal;Cueva artificial circular. Sector centro-posterior („rear center“). Fragmentos de hueso. Z = 100cm Peso de la muestra: 500g;Deià;Y-1791;2180;80;Hueso humano;Micó 2005, 145
193;Cova dels Morts-Son Gallard;Mallorca;Indeterminada;Nivel inferior. Sección J6. Z = -160cm. Referencia muestra 19;Deià;BM-1994R;5160;100;Carbón;Micó 2005, 148
194;Cova dels Morts-Son Gallard;Mallorca;Cueva natural de inhumación;Sector 6 (área del parapeto). Nivel 2. Z = -90cm. Muestra AMG 45. Peso de la muestra: 100g;Deià;Y-1789;3790;80;Carbón;Micó 2005, 148
195;Cova dels Morts-Son Gallard;Mallorca;Indeterminada;;Deià;KIA-23434;3745;25;Hueso fauna doméstica;Micó 2005, 149
196;Cova dels Morts-Son Gallard;Mallorca;Indeterminada;Hueso de bóvido (?).;Deià;KIA-23435;3660;25;Hueso fauna doméstica;Micó 2005, 149
197;Cova dels Morts-Son Gallard;Mallorca;Indeterminada;Hueso de ovicáprido.;Deià;KIA-23734;3595;30;Hueso fauna doméstica;Micó 2005, 150
198;Cova dels Morts-Son Gallard;Mallorca;Indeterminada;Hueso de ovicáprido.;Deià;KIA-23436;3570;33;Hueso fauna doméstica;Micó 2005, 150
199;Cova dels Morts-Son Gallard;Mallorca;Indeterminada;;Deià;KIA-23441;3485;30;Hueso fauna doméstica;Micó 2005, 151
200;Cova dels Morts-Son Gallard;Mallorca;Cueva natural de inhumación;Procedencia inédita.;Deià;KIA-21215;3295;30;Hueso humano;Micó 2005, 151
201;Cova dels Morts-Son Gallard;Mallorca;Indeterminada;;Deià;KIA-23732;2725;30;Hueso fauna doméstica;Micó 2005, 152
202;Cova dels Morts-Son Gallard;Mallorca;Cueva de inhumación en cal;Sector centro derecha. Z = -50cm. Huesos quemados en „cremation pit“. Peso de la muestra: 400g;Deià;Y-1859;2230;100;Hueso humano;Micó 2005, 152
203;Cova dels Morts-Son Gallard;Mallorca;Cueva de inhumación en cal;Procedencia inédita.;Deià;KIA-21214;2135;30;Hueso humano;Micó 2005, 153
204;Cova dels Morts-Son Gallard;Mallorca;Indeterminada;Bajo roca „F“. Z = -90cm. Referencia muestra 2 y 3;Deià;BM-1993R;1240;100;Carbón;Micó 2005, 153
237;Cova des Moro;Mallorca;Natural;Cueva natural. Hueso de Eliomys morpheus.;Manacor;Beta-162613;12250;80;Hueso Eliomys;Micó 2005, 172
238;Cova des Moro;Mallorca;Natural;Cueva natural. Sin contexto. Cráneo de Myotragus balearicus con los cuernos roídos en „v“.;Manacor;UtC-6671;9410;42;Hueso Myotragus;Micó 2005, 173
239;Cova des Moro;Mallorca;Cueva natural de habitación;Cueva natural . Estructura de combustión n°5. Muestra R4/R5. UE3.;Manacor;UtC-7877;3961;42;Carbón;Micó 2005, 173
240;Cova des Moro;Mallorca;Cueva natural de inhumación;Cueva natural. Cráneo humano (CM95-6) de la sala inferior, hallado en posición secundaria (contexto detrítico).;Manacor;UtC-7878;3840;60;Hueso humano;Micó 2005, 174
241;Cova des Moro;Mallorca;Cueva natural de habitación;Cueva natural. UE 406 (mezclado). Mandíbula de cabra.;Manacor;Beta-155645;3750;40;Hueso fauna doméstica;Micó 2005, 174
242;Cova des Moro;Mallorca;Cueva natural de habitación;Cueva natural. UE 106. Hueso de cabra.;Manacor;Beta-162615;3420;50;Hueso fauna doméstica;Micó 2005, 175
243;Cova des Moro;Mallorca;Cueva natural de habitación;Cueva natural. UE 406 (mezclado). Bóvido.;Manacor;Beta-162619;2860;50;Hueso fauna doméstica;Micó 2005, 175
254;Cova dets Alexandres;Mallorca;Natural;Nivel a una cota de z = -60 a -70cm, de un sondeo de 6m de profundidad.;Escorca;P-2705;4070;250;Carbón;Micó 2005, 184
255;Cova Estreta;Mallorca;Natural;Cueva natural. Huesos de Hypnomis morpheus asociados a coprolitos de Myotragus balearicus.;Pollen?a;UtC-5175;6357;44;Hueso Hypnomis;Micó 2005, 185
256;Cova Estreta;Mallorca;Natural;Cueva natural. Fémur de Myotragus balearicus.;Pollen?a;UtC-5171;5720;60;Hueso Myotragus;Micó 2005, 186
257;Cova Gregòria;Mallorca;Cueva natural de inhumación;Cueva B. Inhumación colevtiva. Hueso pequeno de extremidades hallado en superficie. Recogido por M. Van Stryckdonck.;Valldemossa;KIA-23406;3115;30;Hueso humano;Micó 2005, 187
258;Cova Gregòria;Mallorca;Cueva natural de inhumación;Cueva A. Inhumación colectiva. Fémur humano recogido por M. Davies. Muestra SFO.CG.R1;Valldemossa;KIA-23137;2620;35;Hueso humano;Micó 2005, 188
259;Cova Gregòria;Mallorca;Cueva natural de inhumación;Cueva A. Inhumación colectiva. Fémur humano recogido por M. Davies. Muestra SFO.CG.L2;Valldemossa;KIA-23134;2585;30;Hueso humano;Micó 2005, 188
